COMPOSITE TABLE
 Factors               i      j   t PlotOutput
  Decids    201730641100 St1720  17       22.3
  ResStm    201730641100 St1720  17       68.1
  ResRot    201730641100 St1720  17       83.0
  PinPuw    201730641100 St1721  13       18.5
  SprPuw    201730641100 St1721  13       37.4
  Decids    201730641100 St1721  13      105.6
  ResStm    201730641100 St1721  13       33.0
  ResRot    201730641100 St1721  13       25.9
  PinTim    201730641100 St1721  17      138.9
  SprTim    201730641100 St1721  17      248.9
  PinPuw    201730641100 St1721  17       26.1
  SprPuw    201730641100 St1721  17      153.8
  Decids    201730641100 St1721  17       22.3
  ResStm    201730641100 St1721  17       68.1
  ResRot    201730641100 St1721  17       83.0
  PinPuw    201730641100 St1722  13       18.5
  SprPuw    201730641100 St1722  13       37.4
  Decids    201730641100 St1722  13      105.6
  ResStm    201730641100 St1722  13       33.0
  ResRot    201730641100 St1722  13       25.9
  PinTim    201730641100 St1722  16      127.8
  SprTim    201730641100 St1722  16      218.7
  PinPuw    201730641100 St1722  16       27.8
  SprPuw    201730641100 St1722  16      148.7
  Decids    201730641100 St1722  16       20.1
  ResStm    201730641100 St1722  16       64.9
  ResRot    201730641100 St1722  16       76.5
  PinPuw    201730641100 St1723  13       18.5
  SprPuw    201730641100 St1723  13       37.4
  Decids    201730641100 St1723  13      105.6
  ResStm    201730641100 St1723  13       33.0
  ResRot    201730641100 St1723  13       25.9
  PinTim    201730641100 St1723  16      127.8
  SprTim    201730641100 St1723  16      218.7
  PinPuw    201730641100 St1723  16       27.8
  SprPuw    201730641100 St1723  16      148.7
  Decids    201730641100 St1723  16       20.1
  ResStm    201730641100 St1723  16       64.9
  ResRot    201730641100 St1723  16       76.5
  PinPuw    201730641100 St1724  13       18.5
  SprPuw    201730641100 St1724  13       37.4
  Decids    201730641100 St1724  13      105.6
  ResStm    201730641100 St1724  13       33.0
  ResRot    201730641100 St1724  13       25.9
  PinTim    201730641100 St1724  16      127.8
  SprTim    201730641100 St1724  16      218.7
  PinPuw    201730641100 St1724  16       27.8
  SprPuw    201730641100 St1724  16      148.7
  Decids    201730641100 St1724  16       20.1
  ResStm    201730641100 St1724  16       64.9
  ResRot    201730641100 St1724  16       76.5
  PinTim    201730641100 St1725  13       95.7
  SprTim    201730641100 St1725  13      127.8
  PinPuw    201730641100 St1725  13       32.9
  SprPuw    201730641100 St1725  13      131.9
  Decids    201730641100 St1725  13      117.3
  ResStm    201730641100 St1725  13       80.5
  ResRot    201730641100 St1725  13       75.0
  PinTim    201730641100 St1726  13       95.7
  SprTim    201730641100 St1726  13      127.8
  PinPuw    201730641100 St1726  13       32.9
  SprPuw    201730641100 St1726  13      131.9
  Decids    201730641100 St1726  13      117.3
  ResStm    201730641100 St1726  13       80.5
  ResRot    201730641100 St1726  13       75.0
  PinTim    201730641100 St1727  13       95.7
  SprTim    201730641100 St1727  13      127.8
  PinPuw    201730641100 St1727  13       32.9
  SprPuw    201730641100 St1727  13      131.9
  Decids    201730641100 St1727  13      117.3
  ResStm    201730641100 St1727  13       80.5
  ResRot    201730641100 St1727  13       75.0
  PinTim    201730641100 St1728  13       95.7
  SprTim    201730641100 St1728  13      127.8
  PinPuw    201730641100 St1728  13       32.9
  SprPuw    201730641100 St1728  13      131.9
  Decids    201730641100 St1728  13      117.3
  ResStm    201730641100 St1728  13       80.5
  ResRot    201730641100 St1728  13       75.0
  PinTim    201730641100 St1729  13       95.7
  SprTim    201730641100 St1729  13      127.8
  PinPuw    201730641100 St1729  13       32.9
  SprPuw    201730641100 St1729  13      131.9
  Decids    201730641100 St1729  13      117.3
  ResStm    201730641100 St1729  13       80.5
  ResRot    201730641100 St1729  13       75.0
  PinPuw    201730641100 St1730  12       17.1
  SprPuw    201730641100 St1730  12       32.3
  Decids    201730641100 St1730  12       89.8
  ResStm    201730641100 St1730  12       28.9
  ResRot    201730641100 St1730  12       22.2
  PinPuw    201730641100 St1731  12       17.1
  SprPuw    201730641100 St1731  12       32.3
  Decids    201730641100 St1731  12       89.8
  ResStm    201730641100 St1731  12       28.9
  ResRot    201730641100 St1731  12       22.2
  PinTim    201730641100 St1731  22      177.9
  SprTim    201730641100 St1731  22      376.2
  PinPuw    201730641100 St1731  22       14.2
  SprPuw    201730641100 St1731  22      156.6
  Decids    201730641100 St1731  22       31.6
  ResStm    201730641100 St1731  22       78.0
  ResRot    201730641100 St1731  22      103.1
  PinPuw    201730641100 St1732  12       17.1
  SprPuw    201730641100 St1732  12       32.3
  Decids    201730641100 St1732  12       89.8
  ResStm    201730641100 St1732  12       28.9
  ResRot    201730641100 St1732  12       22.2
  PinTim    201730641100 St1732  21      172.8
  SprTim    201730641100 St1732  21      355.1
  PinPuw    201730641100 St1732  21       16.9
  SprPuw    201730641100 St1732  21      159.1
  Decids    201730641100 St1732  21       30.2
  ResStm    201730641100 St1732  21       76.6
  ResRot    201730641100 St1732  21      100.8
  PinPuw    201730641100 St1733  12       17.1
  SprPuw    201730641100 St1733  12       32.3
  Decids    201730641100 St1733  12       89.8
  ResStm    201730641100 St1733  12       28.9
  ResRot    201730641100 St1733  12       22.2
  PinTim    201730641100 St1733  20      166.8
  SprTim    201730641100 St1733  20      332.2
  PinPuw    201730641100 St1733  20       19.5
  SprPuw    201730641100 St1733  20      160.6
  Decids    201730641100 St1733  20       28.6
  ResStm    201730641100 St1733  20       75.2
  ResRot    201730641100 St1733  20       97.9
  PinPuw    201730641100 St1734  12       17.1
  SprPuw    201730641100 St1734  12       32.3
  Decids    201730641100 St1734  12       89.8
  ResStm    201730641100 St1734  12       28.9
  ResRot    201730641100 St1734  12       22.2
  PinTim    201730641100 St1734  19      159.9
  SprTim    201730641100 St1734  19      307.5
  PinPuw    201730641100 St1734  19       22.0
  SprPuw    201730641100 St1734  19      161.0
  Decids    201730641100 St1734  19       26.9
  ResStm    201730641100 St1734  19       73.6
  ResRot    201730641100 St1734  19       94.4
  PinPuw    201730641100 St1735  12       17.1
  SprPuw    201730641100 St1735  12       32.3
  Decids    201730641100 St1735  12       89.8
  ResStm    201730641100 St1735  12       28.9
  ResRot    201730641100 St1735  12       22.2
  PinTim    201730641100 St1735  19      159.9
  SprTim    201730641100 St1735  19      307.5
  PinPuw    201730641100 St1735  19       22.0
  SprPuw    201730641100 St1735  19      161.0
  Decids    201730641100 St1735  19       26.9
  ResStm    201730641100 St1735  19       73.6
  ResRot    201730641100 St1735  19       94.4
  PinPuw    201730641100 St1736  12       17.1
  SprPuw    201730641100 St1736  12       32.3
  Decids    201730641100 St1736  12       89.8
  ResStm    201730641100 St1736  12       28.9
  ResRot    201730641100 St1736  12       22.2
  PinTim    201730641100 St1736  18      152.0
  SprTim    201730641100 St1736  18      281.0
  PinPuw    201730641100 St1736  18       24.3
  SprPuw    201730641100 St1736  18      160.0
  Decids    201730641100 St1736  18       25.0
  ResStm    201730641100 St1736  18       71.7
  ResRot    201730641100 St1736  18       90.1
  PinPuw    201730641100 St1737  12       17.1
  SprPuw    201730641100 St1737  12       32.3
  Decids    201730641100 St1737  12       89.8
  ResStm    201730641100 St1737  12       28.9
  ResRot    201730641100 St1737  12       22.2
  PinTim    201730641100 St1737  18      152.0
  SprTim    201730641100 St1737  18      281.0
  PinPuw    201730641100 St1737  18       24.3
  SprPuw    201730641100 St1737  18      160.0
  Decids    201730641100 St1737  18       25.0
  ResStm    201730641100 St1737  18       71.7
  ResRot    201730641100 St1737  18       90.1
  PinPuw    201730641100 St1738  12       17.1
  SprPuw    201730641100 St1738  12       32.3
  Decids    201730641100 St1738  12       89.8
  ResStm    201730641100 St1738  12       28.9
  ResRot    201730641100 St1738  12       22.2
  PinTim    201730641100 St1738  17      142.4
  SprTim    201730641100 St1738  17      252.6
  PinPuw    201730641100 St1738  17       26.5
  SprPuw    201730641100 St1738  17      157.2
  Decids    201730641100 St1738  17       23.0
  ResStm    201730641100 St1738  17       69.6
  ResRot    201730641100 St1738  17       85.0
  PinPuw    201730641100 St1739  12       17.1
  SprPuw    201730641100 St1739  12       32.3
  Decids    201730641100 St1739  12       89.8
  ResStm    201730641100 St1739  12       28.9
  ResRot    201730641100 St1739  12       22.2
  PinTim    201730641100 St1739  17      142.4
  SprTim    201730641100 St1739  17      252.6
  PinPuw    201730641100 St1739  17       26.5
  SprPuw    201730641100 St1739  17      157.2
  Decids    201730641100 St1739  17       23.0
  ResStm    201730641100 St1739  17       69.6
  ResRot    201730641100 St1739  17       85.0
  PinPuw    201730641100 St1740  12       17.1
  SprPuw    201730641100 St1740  12       32.3
  Decids    201730641100 St1740  12       89.8
  ResStm    201730641100 St1740  12       28.9
  ResRot    201730641100 St1740  12       22.2
  PinTim    201730641100 St1740  16       39.5
  SprTim    201730641100 St1740  16       66.9
  PinPuw    201730641100 St1740  16        8.5
  SprPuw    201730641100 St1740  16       45.8
  Decids    201730641100 St1740  16        6.2
  ResStm    201730641100 St1740  16       21.7
  ResRot    201730641100 St1740  16       25.7
  PinPuw    201730641100 St1741  12       17.1
  SprPuw    201730641100 St1741  12       32.3
  Decids    201730641100 St1741  12       89.8
  ResStm    201730641100 St1741  12       28.9
  ResRot    201730641100 St1741  12       22.2
  PinTim    201730641100 St1741  16       39.5
  SprTim    201730641100 St1741  16       66.9
  PinPuw    201730641100 St1741  16        8.5
  SprPuw    201730641100 St1741  16       45.8
  Decids    201730641100 St1741  16        6.2
  ResStm    201730641100 St1741  16       21.7
  ResRot    201730641100 St1741  16       25.7
  PinTim    201730641100 St1741  22      158.8
  SprTim    201730641100 St1741  22      351.0
  PinPuw    201730641100 St1741  22        9.9
  SprPuw    201730641100 St1741  22      133.5
  Decids    201730641100 St1741  22       26.3
  ResStm    201730641100 St1741  22       71.5
  ResRot    201730641100 St1741  22       90.7
  PinPuw    201730641100 St1742  12       17.1
  SprPuw    201730641100 St1742  12       32.3
  Decids    201730641100 St1742  12       89.8
  ResStm    201730641100 St1742  12       28.9
  ResRot    201730641100 St1742  12       22.2
  PinTim    201730641100 St1742  16       39.5
  SprTim    201730641100 St1742  16       66.9
  PinPuw    201730641100 St1742  16        8.5
  SprPuw    201730641100 St1742  16       45.8
  Decids    201730641100 St1742  16        6.2
  ResStm    201730641100 St1742  16       21.7
  ResRot    201730641100 St1742  16       25.7
  PinTim    201730641100 St1742  21      151.3
  SprTim    201730641100 St1742  21      325.8
  PinPuw    201730641100 St1742  21       12.2
  SprPuw    201730641100 St1742  21      133.9
  Decids    201730641100 St1742  21       24.9
  ResStm    201730641100 St1742  21       69.1
  ResRot    201730641100 St1742  21       86.7
  PinPuw    201730641100 St1743  12       17.1
  SprPuw    201730641100 St1743  12       32.3
  Decids    201730641100 St1743  12       89.8
  ResStm    201730641100 St1743  12       28.9
  ResRot    201730641100 St1743  12       22.2
  PinTim    201730641100 St1743  16       39.5
  SprTim    201730641100 St1743  16       66.9
  PinPuw    201730641100 St1743  16        8.5
  SprPuw    201730641100 St1743  16       45.8
  Decids    201730641100 St1743  16        6.2
  ResStm    201730641100 St1743  16       21.7
  ResRot    201730641100 St1743  16       25.7
  PinTim    201730641100 St1743  20      142.5
  SprTim    201730641100 St1743  20      298.1
  PinPuw    201730641100 St1743  20       14.4
  SprPuw    201730641100 St1743  20      132.7
  Decids    201730641100 St1743  20       23.3
  ResStm    201730641100 St1743  20       66.1
  ResRot    201730641100 St1743  20       81.9
  PinPuw    201730641100 St1744  12       17.1
  SprPuw    201730641100 St1744  12       32.3
  Decids    201730641100 St1744  12       89.8
  ResStm    201730641100 St1744  12       28.9
  ResRot    201730641100 St1744  12       22.2
  PinTim    201730641100 St1744  16       39.5
  SprTim    201730641100 St1744  16       66.9
  PinPuw    201730641100 St1744  16        8.5
  SprPuw    201730641100 St1744  16       45.8
  Decids    201730641100 St1744  16        6.2
  ResStm    201730641100 St1744  16       21.7
  ResRot    201730641100 St1744  16       25.7
  PinTim    201730641100 St1744  19      132.2
  SprTim    201730641100 St1744  19      267.6
  PinPuw    201730641100 St1744  19       16.3
  SprPuw    201730641100 St1744  19      129.6
  Decids    201730641100 St1744  19       21.5
  ResStm    201730641100 St1744  19       62.5
  ResRot    201730641100 St1744  19       75.8
  PinPuw    201730641100 St1745  12       17.1
  SprPuw    201730641100 St1745  12       32.3
  Decids    201730641100 St1745  12       89.8
  ResStm    201730641100 St1745  12       28.9
  ResRot    201730641100 St1745  12       22.2
  PinTim    201730641100 St1745  16       39.5
  SprTim    201730641100 St1745  16       66.9
  PinPuw    201730641100 St1745  16        8.5
  SprPuw    201730641100 St1745  16       45.8
  Decids    201730641100 St1745  16        6.2
  ResStm    201730641100 St1745  16       21.7
  ResRot    201730641100 St1745  16       25.7
  PinTim    201730641100 St1745  19      132.2
  SprTim    201730641100 St1745  19      267.6
  PinPuw    201730641100 St1745  19       16.3
  SprPuw    201730641100 St1745  19      129.6
  Decids    201730641100 St1745  19       21.5
  ResStm    201730641100 St1745  19       62.5
  ResRot    201730641100 St1745  19       75.8
  PinPuw    201730641100 St1746  12       17.1
  SprPuw    201730641100 St1746  12       32.3
  Decids    201730641100 St1746  12       89.8
  ResStm    201730641100 St1746  12       28.9
  ResRot    201730641100 St1746  12       22.2
  PinTim    201730641100 St1746  16      131.6
  SprTim    201730641100 St1746  16      222.9
  PinPuw    201730641100 St1746  16       28.3
  SprPuw    201730641100 St1746  16      152.6
  Decids    201730641100 St1746  16       20.8
  ResStm    201730641100 St1746  16       66.8
  ResRot    201730641100 St1746  16       79.0
  PinPuw    201730641100 St1747  12       17.1
  SprPuw    201730641100 St1747  12       32.3
  Decids    201730641100 St1747  12       89.8
  ResStm    201730641100 St1747  12       28.9
  ResRot    201730641100 St1747  12       22.2
  PinTim    201730641100 St1747  16      131.6
  SprTim    201730641100 St1747  16      222.9
  PinPuw    201730641100 St1747  16       28.3
  SprPuw    201730641100 St1747  16      152.6
  Decids    201730641100 St1747  16       20.8
  ResStm    201730641100 St1747  16       66.8
  ResRot    201730641100 St1747  16       79.0
  PinPuw    201730641100 St1748  12       17.1
  SprPuw    201730641100 St1748  12       32.3
  Decids    201730641100 St1748  12       89.8
  ResStm    201730641100 St1748  12       28.9
  ResRot    201730641100 St1748  12       22.2
  PinTim    201730641100 St1748  16      131.6
  SprTim    201730641100 St1748  16      222.9
  PinPuw    201730641100 St1748  16       28.3
  SprPuw    201730641100 St1748  16      152.6
  Decids    201730641100 St1748  16       20.8
  ResStm    201730641100 St1748  16       66.8
  ResRot    201730641100 St1748  16       79.0
  PinPuw    201730641100 St1749  12       17.1
  SprPuw    201730641100 St1749  12       32.3
  Decids    201730641100 St1749  12       89.8
  ResStm    201730641100 St1749  12       28.9
  ResRot    201730641100 St1749  12       22.2
  PinTim    201730641100 St1749  15      119.4
  SprTim    201730641100 St1749  15      191.9
  PinPuw    201730641100 St1749  15       29.6
  SprPuw    201730641100 St1749  15      145.6
  Decids    201730641100 St1749  15       18.5
  ResStm    201730641100 St1749  15       63.1
  ResRot    201730641100 St1749  15       71.7
  PinPuw    201730641100 St1750  12       17.1
  SprPuw    201730641100 St1750  12       32.3
  Decids    201730641100 St1750  12       89.8
  ResStm    201730641100 St1750  12       28.9
  ResRot    201730641100 St1750  12       22.2
  PinTim    201730641100 St1750  15      119.4
  SprTim    201730641100 St1750  15      191.9
  PinPuw    201730641100 St1750  15       29.6
  SprPuw    201730641100 St1750  15      145.6
  Decids    201730641100 St1750  15       18.5
  ResStm    201730641100 St1750  15       63.1
  ResRot    201730641100 St1750  15       71.7
  PinPuw    201730641100 St1751  12       17.1
  SprPuw    201730641100 St1751  12       32.3
  Decids    201730641100 St1751  12       89.8
  ResStm    201730641100 St1751  12       28.9
  ResRot    201730641100 St1751  12       22.2
  PinTim    201730641100 St1751  15      119.4
  SprTim    201730641100 St1751  15      191.9
  PinPuw    201730641100 St1751  15       29.6
  SprPuw    201730641100 St1751  15      145.6
  Decids    201730641100 St1751  15       18.5
  ResStm    201730641100 St1751  15       63.1
  ResRot    201730641100 St1751  15       71.7
  PinTim    201730641100 St1752  12       83.6
  SprTim    201730641100 St1752  12       99.6
  PinPuw    201730641100 St1752  12       32.9
  SprPuw    201730641100 St1752  12      121.2
  Decids    201730641100 St1752  12       99.7
  ResStm    201730641100 St1752  12       73.3
  ResRot    201730641100 St1752  12       65.3
  PinTim    201730641100 St1753  12       83.6
  SprTim    201730641100 St1753  12       99.6
  PinPuw    201730641100 St1753  12       32.9
  SprPuw    201730641100 St1753  12      121.2
  Decids    201730641100 St1753  12       99.7
  ResStm    201730641100 St1753  12       73.3
  ResRot    201730641100 St1753  12       65.3
  PinTim    201730641100 St1754  12       83.6
  SprTim    201730641100 St1754  12       99.6
  PinPuw    201730641100 St1754  12       32.9
  SprPuw    201730641100 St1754  12      121.2
  Decids    201730641100 St1754  12       99.7
  ResStm    201730641100 St1754  12       73.3
  ResRot    201730641100 St1754  12       65.3
  PinTim    201730641100 St1755  12       83.6
  SprTim    201730641100 St1755  12       99.6
  PinPuw    201730641100 St1755  12       32.9
  SprPuw    201730641100 St1755  12      121.2
  Decids    201730641100 St1755  12       99.7
  ResStm    201730641100 St1755  12       73.3
  ResRot    201730641100 St1755  12       65.3
  PinTim    201730641100 St1756  12       83.6
  SprTim    201730641100 St1756  12       99.6
  PinPuw    201730641100 St1756  12       32.9
  SprPuw    201730641100 St1756  12      121.2
  Decids    201730641100 St1756  12       99.7
  ResStm    201730641100 St1756  12       73.3
  ResRot    201730641100 St1756  12       65.3
  PinTim    201730641100 St1757  12       83.6
  SprTim    201730641100 St1757  12       99.6
  PinPuw    201730641100 St1757  12       32.9
  SprPuw    201730641100 St1757  12      121.2
  Decids    201730641100 St1757  12       99.7
  ResStm    201730641100 St1757  12       73.3
  ResRot    201730641100 St1757  12       65.3
  PinTim    201730641100 St1758  12       83.6
  SprTim    201730641100 St1758  12       99.6
  PinPuw    201730641100 St1758  12       32.9
  SprPuw    201730641100 St1758  12      121.2
  Decids    201730641100 St1758  12       99.7
  ResStm    201730641100 St1758  12       73.3
  ResRot    201730641100 St1758  12       65.3
  PinTim    201730641100 St1759  12       83.6
  SprTim    201730641100 St1759  12       99.6
  PinPuw    201730641100 St1759  12       32.9
  SprPuw    201730641100 St1759  12      121.2
  Decids    201730641100 St1759  12       99.7
  ResStm    201730641100 St1759  12       73.3
  ResRot    201730641100 St1759  12       65.3
  PinTim    201730641100 St1760  12       83.6
  SprTim    201730641100 St1760  12       99.6
  PinPuw    201730641100 St1760  12       32.9
  SprPuw    201730641100 St1760  12      121.2
  Decids    201730641100 St1760  12       99.7
  ResStm    201730641100 St1760  12       73.3
  ResRot    201730641100 St1760  12       65.3
  PinTim    201730641100 St1761  12       83.6
  SprTim    201730641100 St1761  12       99.6
  PinPuw    201730641100 St1761  12       32.9
  SprPuw    201730641100 St1761  12      121.2
  Decids    201730641100 St1761  12       99.7
  ResStm    201730641100 St1761  12       73.3
  ResRot    201730641100 St1761  12       65.3
  PinTim    201730641100 St1762  12       83.6
  SprTim    201730641100 St1762  12       99.6
  PinPuw    201730641100 St1762  12       32.9
  SprPuw    201730641100 St1762  12      121.2
  Decids    201730641100 St1762  12       99.7
  ResStm    201730641100 St1762  12       73.3
  ResRot    201730641100 St1762  12       65.3
  PinPuw    201730641100 St1763  11       15.2
  SprPuw    201730641100 St1763  11       26.7
  Decids    201730641100 St1763  11       73.3
  ResStm    201730641100 St1763  11       23.9
  ResRot    201730641100 St1763  11       17.9
  PinPuw    201730641100 St1764  11       15.2
  SprPuw    201730641100 St1764  11       26.7
  Decids    201730641100 St1764  11       73.3
  ResStm    201730641100 St1764  11       23.9
  ResRot    201730641100 St1764  11       17.9
  PinTim    201730641100 St1764  22      179.4
  SprTim    201730641100 St1764  22      377.6
  PinPuw    201730641100 St1764  22       14.3
  SprPuw    201730641100 St1764  22      158.4
  Decids    201730641100 St1764  22       32.1
  ResStm    201730641100 St1764  22       78.6
  ResRot    201730641100 St1764  22      103.9
  PinPuw    201730641100 St1765  11       15.2
  SprPuw    201730641100 St1765  11       26.7
  Decids    201730641100 St1765  11       73.3
  ResStm    201730641100 St1765  11       23.9
  ResRot    201730641100 St1765  11       17.9
  PinTim    201730641100 St1765  21      174.5
  SprTim    201730641100 St1765  21      356.7
  PinPuw    201730641100 St1765  21       17.0
  SprPuw    201730641100 St1765  21      161.1
  Decids    201730641100 St1765  21       30.7
  ResStm    201730641100 St1765  21       77.3
  ResRot    201730641100 St1765  21      101.7
  PinPuw    201730641100 St1766  11       15.2
  SprPuw    201730641100 St1766  11       26.7
  Decids    201730641100 St1766  11       73.3
  ResStm    201730641100 St1766  11       23.9
  ResRot    201730641100 St1766  11       17.9
  PinTim    201730641100 St1766  20      168.7
  SprTim    201730641100 St1766  20      334.1
  PinPuw    201730641100 St1766  20       19.6
  SprPuw    201730641100 St1766  20      162.8
  Decids    201730641100 St1766  20       29.2
  ResStm    201730641100 St1766  20       75.9
  ResRot    201730641100 St1766  20       98.9
  PinPuw    201730641100 St1767  11       15.2
  SprPuw    201730641100 St1767  11       26.7
  Decids    201730641100 St1767  11       73.3
  ResStm    201730641100 St1767  11       23.9
  ResRot    201730641100 St1767  11       17.9
  PinTim    201730641100 St1767  19      161.9
  SprTim    201730641100 St1767  19      309.6
  PinPuw    201730641100 St1767  19       22.2
  SprPuw    201730641100 St1767  19      163.3
  Decids    201730641100 St1767  19       27.5
  ResStm    201730641100 St1767  19       74.4
  ResRot    201730641100 St1767  19       95.5
  PinPuw    201730641100 St1768  11       15.2
  SprPuw    201730641100 St1768  11       26.7
  Decids    201730641100 St1768  11       73.3
  ResStm    201730641100 St1768  11       23.9
  ResRot    201730641100 St1768  11       17.9
  PinTim    201730641100 St1768  19      161.9
  SprTim    201730641100 St1768  19      309.6
  PinPuw    201730641100 St1768  19       22.2
  SprPuw    201730641100 St1768  19      163.3
  Decids    201730641100 St1768  19       27.5
  ResStm    201730641100 St1768  19       74.4
  ResRot    201730641100 St1768  19       95.5
  PinPuw    201730641100 St1769  11       15.2
  SprPuw    201730641100 St1769  11       26.7
  Decids    201730641100 St1769  11       73.3
  ResStm    201730641100 St1769  11       23.9
  ResRot    201730641100 St1769  11       17.9
  PinTim    201730641100 St1769  18      154.2
  SprTim    201730641100 St1769  18      283.4
  PinPuw    201730641100 St1769  18       24.5
  SprPuw    201730641100 St1769  18      162.5
  Decids    201730641100 St1769  18       25.6
  ResStm    201730641100 St1769  18       72.6
  ResRot    201730641100 St1769  18       91.4
  PinPuw    201730641100 St1770  11       15.2
  SprPuw    201730641100 St1770  11       26.7
  Decids    201730641100 St1770  11       73.3
  ResStm    201730641100 St1770  11       23.9
  ResRot    201730641100 St1770  11       17.9
  PinTim    201730641100 St1770  18      154.2
  SprTim    201730641100 St1770  18      283.4
  PinPuw    201730641100 St1770  18       24.5
  SprPuw    201730641100 St1770  18      162.5
  Decids    201730641100 St1770  18       25.6
  ResStm    201730641100 St1770  18       72.6
  ResRot    201730641100 St1770  18       91.4
  PinPuw    201730641100 St1771  11       15.2
  SprPuw    201730641100 St1771  11       26.7
  Decids    201730641100 St1771  11       73.3
  ResStm    201730641100 St1771  11       23.9
  ResRot    201730641100 St1771  11       17.9
  PinTim    201730641100 St1771  17      145.3
  SprTim    201730641100 St1771  17      255.3
  PinPuw    201730641100 St1771  17       26.7
  SprPuw    201730641100 St1771  17      159.9
  Decids    201730641100 St1771  17       23.6
  ResStm    201730641100 St1771  17       70.5
  ResRot    201730641100 St1771  17       86.5
  PinPuw    201730641100 St1772  11       15.2
  SprPuw    201730641100 St1772  11       26.7
  Decids    201730641100 St1772  11       73.3
  ResStm    201730641100 St1772  11       23.9
  ResRot    201730641100 St1772  11       17.9
  PinTim    201730641100 St1772  17      145.3
  SprTim    201730641100 St1772  17      255.3
  PinPuw    201730641100 St1772  17       26.7
  SprPuw    201730641100 St1772  17      159.9
  Decids    201730641100 St1772  17       23.6
  ResStm    201730641100 St1772  17       70.5
  ResRot    201730641100 St1772  17       86.5
  PinPuw    201730641100 St1773  11       15.2
  SprPuw    201730641100 St1773  11       26.7
  Decids    201730641100 St1773  11       73.3
  ResStm    201730641100 St1773  11       23.9
  ResRot    201730641100 St1773  11       17.9
  PinTim    201730641100 St1773  16       40.4
  SprTim    201730641100 St1773  16       67.8
  PinPuw    201730641100 St1773  16        8.6
  SprPuw    201730641100 St1773  16       46.7
  Decids    201730641100 St1773  16        6.4
  ResStm    201730641100 St1773  16       22.3
  ResRot    201730641100 St1773  16       26.4
  PinPuw    201730641100 St1774  11       15.2
  SprPuw    201730641100 St1774  11       26.7
  Decids    201730641100 St1774  11       73.3
  ResStm    201730641100 St1774  11       23.9
  ResRot    201730641100 St1774  11       17.9
  PinTim    201730641100 St1774  16       40.4
  SprTim    201730641100 St1774  16       67.8
  PinPuw    201730641100 St1774  16        8.6
  SprPuw    201730641100 St1774  16       46.7
  Decids    201730641100 St1774  16        6.4
  ResStm    201730641100 St1774  16       22.3
  ResRot    201730641100 St1774  16       26.4
  PinTim    201730641100 St1774  22      160.4
  SprTim    201730641100 St1774  22      352.1
  PinPuw    201730641100 St1774  22        9.8
  SprPuw    201730641100 St1774  22      134.8
  Decids    201730641100 St1774  22       26.7
  ResStm    201730641100 St1774  22       72.1
  ResRot    201730641100 St1774  22       91.4
  PinPuw    201730641100 St1775  11       15.2
  SprPuw    201730641100 St1775  11       26.7
  Decids    201730641100 St1775  11       73.3
  ResStm    201730641100 St1775  11       23.9
  ResRot    201730641100 St1775  11       17.9
  PinTim    201730641100 St1775  16       40.4
  SprTim    201730641100 St1775  16       67.8
  PinPuw    201730641100 St1775  16        8.6
  SprPuw    201730641100 St1775  16       46.7
  Decids    201730641100 St1775  16        6.4
  ResStm    201730641100 St1775  16       22.3
  ResRot    201730641100 St1775  16       26.4
  PinTim    201730641100 St1775  21      153.1
  SprTim    201730641100 St1775  21      327.2
  PinPuw    201730641100 St1775  21       12.2
  SprPuw    201730641100 St1775  21      135.4
  Decids    201730641100 St1775  21       25.3
  ResStm    201730641100 St1775  21       69.8
  ResRot    201730641100 St1775  21       87.6
  PinPuw    201730641100 St1776  11       15.2
  SprPuw    201730641100 St1776  11       26.7
  Decids    201730641100 St1776  11       73.3
  ResStm    201730641100 St1776  11       23.9
  ResRot    201730641100 St1776  11       17.9
  PinTim    201730641100 St1776  16       40.4
  SprTim    201730641100 St1776  16       67.8
  PinPuw    201730641100 St1776  16        8.6
  SprPuw    201730641100 St1776  16       46.7
  Decids    201730641100 St1776  16        6.4
  ResStm    201730641100 St1776  16       22.3
  ResRot    201730641100 St1776  16       26.4
  PinTim    201730641100 St1776  20      144.5
  SprTim    201730641100 St1776  20      299.9
  PinPuw    201730641100 St1776  20       14.4
  SprPuw    201730641100 St1776  20      134.4
  Decids    201730641100 St1776  20       23.8
  ResStm    201730641100 St1776  20       66.8
  ResRot    201730641100 St1776  20       82.9
  PinPuw    201730641100 St1777  11       15.2
  SprPuw    201730641100 St1777  11       26.7
  Decids    201730641100 St1777  11       73.3
  ResStm    201730641100 St1777  11       23.9
  ResRot    201730641100 St1777  11       17.9
  PinTim    201730641100 St1777  16       40.4
  SprTim    201730641100 St1777  16       67.8
  PinPuw    201730641100 St1777  16        8.6
  SprPuw    201730641100 St1777  16       46.7
  Decids    201730641100 St1777  16        6.4
  ResStm    201730641100 St1777  16       22.3
  ResRot    201730641100 St1777  16       26.4
  PinTim    201730641100 St1777  19      134.5
  SprTim    201730641100 St1777  19      269.9
  PinPuw    201730641100 St1777  19       16.4
  SprPuw    201730641100 St1777  19      131.6
  Decids    201730641100 St1777  19       22.0
  ResStm    201730641100 St1777  19       63.3
  ResRot    201730641100 St1777  19       77.0
  PinPuw    201730641100 St1778  11       15.2
  SprPuw    201730641100 St1778  11       26.7
  Decids    201730641100 St1778  11       73.3
  ResStm    201730641100 St1778  11       23.9
